E_keV,reaction,place_class,net_cph,sigma_cph,signif,found,origin
6128.63,¹⁶O(n;n′); σ(MT52) 149 mb @8 MeV; peak 362 mb @8.38 MeV; and ¹⁶N decay (67 %),air; water; people; fuel | A,0.0,inf,0.0,0,
6322.43,¹⁴N(n;γ); выход на 100 захватов: 18.17,air | C,0.0,inf,0.0,0,
6379.8,²⁸Si(n;γ); выход на 100 захватов: 11.69,glass | D,0.0,inf,0.0,0,
6395.48,²³Na(n;γ); выход на 100 захватов: 18.87,body; NaI | C,0.0,inf,0.0,0,
6418.43,⁴⁸Ti(n;γ); выход на 100 захватов: 24.87,titanium | B,0.0,inf,0.0,0,
6419.59,⁴⁰Ca(n;γ); выход на 100 захватов: 42.93,skeleton — overlap with Ti! | B,0.0,inf,0.0,0,
6555.91,⁴⁸Ti(n;γ); выход на 100 захватов: 4.24,titanium | C,0.0,inf,0.0,0,
6600.63,⁶⁵Cu(n;γ); выход на 100 захватов: 3.92 / 3.73,wiring | D,0.0,inf,0.0,0,
6619.61,³⁵Cl(n;γ); выход на 100 захватов: 5.81,PVC | C,0.0,inf,0.0,0,
6680.0,⁶⁵Cu(n;γ); выход на 100 захватов: 3.92 / 3.73,wiring | D,0.0,inf,0.0,0,
6760.08,⁴⁸Ti(n;γ); выход на 100 захватов: 37.69,titanium | B,0.0,inf,0.0,0,
6785.5,³¹P(n;γ); выход на 100 захватов: 15.52,bones | D,0.0,inf,0.0,0,
6915.5,¹⁶O(n;n′) 6917.1→g.s.; σ(MT53) 59 mb @8 MeV,air; water | B,0.0,inf,0.0,0,
7069.2,⁶⁴Zn(n;γ); выход на 100 захватов: 1.85 / 1.80,7075 alloy | D,0.0,inf,0.0,0,
7111.95,⁶⁴Zn(n;γ); выход на 100 захватов: 1.85 / 1.80,7075 alloy | D,0.0,inf,0.0,0,
7115.15,¹⁶O(n;n′) 7116.85→g.s.; and ¹⁶N decay (4.9 %),air; water | B,0.0,inf,0.0,0,
7199.2,²⁸Si(n;γ); выход на 100 захватов: 7.06,glass | D,0.0,inf,0.0,0,
7306.93,⁶³Cu(n;γ); выход на 100 захватов: 7.10,wiring | C,0.0,inf,0.0,0,
7367.78,²⁰⁷Pb(n;γ) = Sₙ; выход на 100 захватов: 21.92,instrument lead shield | B; if shielding is present,0.0,inf,0.0,0,
7374.49,⁵²Cr(n;γ); выход на 100 захватов: 10.53,stainless steel | C,0.0,inf,0.0,0,
7413.97,³⁵Cl(n;γ); выход на 100 захватов: 7.55 / 6.11,PVC; body | B,0.0,inf,0.0,0,
7631.14,⁵⁶Fe(n;γ); doublet; выход на 100 захватов: 25.21 + 21.20,steel; fasteners; engines | A,0.0,inf,0.0,0,
7637.4,⁶³Cu(n;γ); выход на 100 захватов: 11.95,wiring | C,0.0,inf,0.0,0,
7724.03,²⁷Al(n;γ) = Sₙ(²⁸Al); выход на 100 захватов: 21.34,skin | B,0.0,inf,0.0,0,
7768.92,³⁹K(n;γ); выход на 100 захватов: 5.57,people | D,0.0,inf,0.0,0,
7790.33,³⁵Cl(n;γ); выход на 100 захватов: 7.55 / 6.11,PVC; body | B,0.0,inf,0.0,0,
7819.52,⁶⁰Ni(n;γ); выход на 100 захватов: 11.59,steel | C,0.0,inf,0.0,0,
7863.55,⁶⁴Zn(n;γ); выход на 100 захватов: 12.82,7075 alloy | D,0.0,inf,0.0,0,
7915.62,⁶³Cu(n;γ) = Sₙ; выход на 100 захватов: 19.23,wiring; busbars | B,0.0,inf,0.0,0,
7938.46,⁵²Cr(n;γ) = Sₙ; выход на 100 захватов: 55.79,stainless steel | B,0.0,inf,0.0,0,
8120.57,⁵⁸Ni(n;γ); выход на 100 захватов: 2.96,steel | D,0.0,inf,0.0,0,
8533.51,⁵⁸Ni(n;γ); выход на 100 захватов: 16.02,steel | B,0.0,inf,0.0,0,
8869.3,¹⁶O(n;n′) 8871.9→g.s. (rel. 9.3),air; water | D,0.0,inf,0.0,0,
8998.41,⁵⁸Ni(n;γ) = Sₙ(⁵⁹Ni); выход на 100 захватов: 33.11,heat-resistant alloys; engines | B,0.0,inf,0.0,0,
